Neuron 1;Neuron 2;Nbr
SIBVR;PVCR;2
VA12;PVCR;3
VB04;PVCR;2
VB04;PVCR;1
VB06;PVCR;1
VB06;PVCR;1
VB07;PVCR;3
VB08;PVCR;1
VB10;PVCR;1
VB11;PVCR;1
VC02;PVCR;1
VD13;PVCR;1
AVAL;PVDL;6
AVAR;PVDL;6
DD05;PVDL;1
PVCL;PVDL;1
PVCR;PVDL;6
PVCR;PVDL;1
PVDR;PVDL;1
VD10;PVDL;1
AVAL;PVDR;6
AVAR;PVDR;9
DVA;PVDR;2
DVA;PVDR;1
PVCL;PVDR;2
PVCL;PVDR;11
PVCR;PVDR;10
PVDL;PVDR;1
VA09;PVDR;1
AVKL;PVM;7
AVKL;PVM;4
AVKL;PVM;1
AVM;PVM;1
DVA;PVM;2
DVA;PVM;1
PDEL;PVM;1
PDEL;PVM;6
PDEL;PVM;2
PDER;PVM;2
PDER;PVM;6
PVCL;PVM;2
AVL;PVM;1
PDEL;PVM;1
PDER;PVM;1
PVR;PVM;1
AVAL;PVNL;2
AVBR;PVNL;1
AVDL;PVNL;3
AVDR;PVNL;3
AVEL;PVNL;1
AVFL;PVNL;2
AVFR;PVNL;1
AVG;PVNL;1
AVHR;PVNL;1
AVJL;PVNL;5
AVJR;PVNL;2
AVJR;PVNL;3
AVL;PVNL;2
AVM;PVNL;1
BDUL;PVNL;1
BDUL;PVNL;1
BDUL;PVNL;2
BDUR;PVNL;2
BDUR;PVNL;2
BDUR;PVNL;2
DD01;PVNL;2
LUAL;PVNL;1
PQR;PVNL;1
PQR;PVNL;1
PVCL;PVNL;1
AVBR;PVNL;2
PVNR;PVNL;5
PVNR;PVNL;1
PVQR;PVNL;1
PVT;PVNL;1
PVWL;PVNL;1
RIFL;PVNL;1
AIMR;PVNR;1
AVAL;PVNR;2
AVAL;PVNR;2
AVBL;PVNR;1
AVBL;PVNR;1
AVBR;PVNR;2
AVDR;PVNR;1
AVEL;PVNR;2
AVEL;PVNR;1
AVG;PVNR;1
AVG;PVNR;1
AVJL;PVNR;4
AVJL;PVNR;1
AVJR;PVNR;1
AVL;PVNR;2
BDUL;PVNR;1
BDUL;PVNR;2
BDUR;PVNR;2
BDUR;PVNR;2
BDUR;PVNR;1
DD03;PVNR;1
HSNR;PVNR;1
HSNR;PVNR;1
HSNR;PVNR;1
PDA;PVNR;1
PQR;PVNR;2
PVCL;PVNR;1
PVNL;PVNR;1
PVNL;PVNR;5
HSNR;PVNR;1
PVT;PVNR;2
PVWL;PVNR;2
VA11;PVNR;2
VC02;PVNR;1
VC02;PVNR;1
VC03;PVNR;1
VC03;PVNR;1
VD06;PVNR;1
VD07;PVNR;1
VD12;PVNR;1
ADAL;PVPL;1
AQR;PVPL;1
AQR;PVPL;1
AVAL;PVPL;1
AVAL;PVPL;1
AVAR;PVPL;1
AVAR;PVPL;1
AVBL;PVPL;2
AVBL;PVPL;3
AVBR;PVPL;6
AVDR;PVPL;2
AVER;PVPL;1
AVHR;PVPL;1
AVHR;PVPL;3
DVB;PVPL;1
DVB;PVPL;1
PVCR;PVPL;1
PVCR;PVPL;2
AQR;PVPL;7
AVAL;PVPL;1
AVKL;PVPL;1
AVKR;PVPL;6
DVC;PVPL;2
PHAR;PVPL;3
PQR;PVPL;4
PVPR;PVPL;1
PVT;PVPL;1
VD03;PVPL;1
VD13;PVPL;2
RIFL;PVPL;3
RIGL;PVPL;2
RIR;PVPL;1
ADFR;PVPR;1
ADFR;PVPR;1
AQR;PVPR;2
ASHR;PVPR;1
ASHR;PVPR;1
AVAL;PVPR;1
AVAR;PVPR;2
AVBL;PVPR;4
AVBR;PVPR;5
AVG;PVPR;1
AVHL;PVPR;3
AVHL;PVPR;2
AVL;PVPR;1
AVL;PVPR;3
AVL;PVPR;1
DD02;PVPR;1
DVC;PVPR;1
DVC;PVPR;1
PVCL;PVPR;4
PVCR;PVPR;1
PVCR;PVPR;6
AQR;PVPR;9
AVKL;PVPR;1
DVC;PVPR;13
PVPL;PVPR;1
VD04;PVPR;1
VD05;PVPR;1
PVQR;PVPR;1
RIAR;PVPR;2
RIFR;PVPR;4
RIGR;PVPR;1
RIMR;PVPR;1
RMGR;PVPR;1
VC03;PVPR;1
AIAL;PVQL;3
AIAL;PVQL;3
AIML;PVQL;1
ASJL;PVQL;1
ASJL;PVQL;8
ASJL;PVQL;6
ASKL;PVQL;4
AVFL;PVQL;1
AVFR;PVQL;1
AVHL;PVQL;1
AVKR;PVQL;1
HSNL;PVQL;2
PHAL;PVQL;2
PHAR;PVQL;2
ADAL;PVQL;1
ASKL;PVQL;5
PVQR;PVQL;2
RMGL;PVQL;1
AIAR;PVQR;3
AIAR;PVQR;4
ASER;PVQR;1
ASJR;PVQR;9
ASJR;PVQR;4
ASKR;PVQR;4
AVBL;PVQR;1
AVFL;PVQR;1
AVFR;PVQR;1
AVG;PVQR;1
AVHL;PVQR;2
AVJR;PVQR;1
AVL;PVQR;1
AWAR;PVQR;2
DD01;PVQR;1
DVC;PVQR;1
HSNR;PVQR;1
HSNR;PVQR;1
PVPR;PVQR;1
ADAR;PVQR;1
ASKR;PVQR;4
AVFL;PVQR;1
PVNL;PVQR;1
PVQL;PVQR;2
PVT;PVQR;1
RIFR;PVQR;1
VC02;PVQR;1
VC03;PVQR;4
VD01;PVQR;1
ADAL;PVR;1
ADER;PVR;1
AS06;PVR;1
AVBL;PVR;4
AVBR;PVR;4
AVJL;PVR;1
AVJL;PVR;2
AVJR;PVR;2
AVKL;PVR;1
AVM;PVR;3
DA09;PVR;1
DB02;PVR;1
DB03;PVR;1
DVA;PVR;1
DVA;PVR;1
DVA;PVR;2
IL1DL;PVR;1
IL1DL;PVR;1
IL1DR;PVR;1
IL1VL;PVR;1
IL1VR;PVR;1
LUAR;PVR;1
PDEL;PVR;1
PDEL;PVR;2
PDER;PVR;1
PVCR;PVR;1
PVCR;PVR;1
PVM;PVR;1
ALML;PVR;1
DVA;PVR;2
LUAL;PVR;1
LUAR;PVR;1
PLMR;PVR;2
RIPL;PVR;3
RIPR;PVR;3
SABD;PVR;1
SMDVL;PVR;1
URADL;PVR;1
AIBL;PVT;2
AIBR;PVT;4
AVEL;PVT;1
AVG;PVT;1
AVKL;PVT;2
AVKL;PVT;5
AVKR;PVT;7
AVL;PVT;2
DVC;PVT;2
DVC;PVT;1
PVNL;PVT;1
PVNR;PVT;2
PVQR;PVT;1
AIBL;PVT;1
AIBR;PVT;1
AVKL;PVT;2
PVPL;PVT;1
RIBL;PVT;1
PVWL;PVT;2
RIBR;PVT;1
PVWR;PVT;1
RIGL;PVT;2
RIGR;PVT;3
RIH;PVT;1
RMEV;PVT;1
RMFL;PVT;2
RMFL;PVT;1
RMFR;PVT;1
RMFR;PVT;2
SMBDR;PVT;1
VA09;PVT;1
VB10;PVT;1
VC01;PVT;2
VC02;PVT;2
VC05;PVT;1
AVJL;PVWL;1
AVL;PVWL;1
LUAL;PVWL;1
LUAR;PVWL;1
PVNL;PVWL;1
PVNR;PVWL;2
PVT;PVWL;2
PVWR;PVWL;1
PVCR;PVWL;2
VA12;PVWL;1
AVAR;PVWR;1
AVDR;PVWR;1
PVCR;PVWR;1
PVCR;PVWR;1
PVT;PVWR;1
PVWL;PVWR;1
PVCR;PVWR;1
VA12;PVWR;1
ADEL;RIAL;1
ADFL;RIAL;3
ADFL;RIAL;12
AIBR;RIAL;1
AIYL;RIAL;1
AIYL;RIAL;6
AIZL;RIAL;3
AIZL;RIAL;5
AQR;RIAL;1
AQR;RIAL;2
ASHL;RIAL;4
AUAL;RIAL;5
AWBL;RIAL;1
AWBL;RIAL;2
AWCL;RIAL;2
AWCL;RIAL;1
BAGR;RIAL;2
BAGR;RIAL;3
CEPVL;RIAL;1
DVA;RIAL;1
IL2VL;RIAL;1
RIAR;RIAL;1
RIAR;RIAL;4
RIBL;RIAL;1
RIBL;RIAL;2
RIH;RIAL;1
RIH;RIAL;10
RIR;RIAL;1
RIR;RIAL;4
RIVL;RIAL;2
RIVL;RIAL;1
RIVR;RIAL;1
RIVR;RIAL;3
RIVR;RIAL;2
RMDDL;RIAL;2
RMDDL;RIAL;10
RMDDR;RIAL;7
RMDL;RIAL;4
RMDL;RIAL;2
RMDL;RIAL;4
RMDR;RIAL;4
RMDR;RIAL;2
RMDR;RIAL;3
RMDVL;RIAL;1
RMDVL;RIAL;8
RMDVR;RIAL;2
RMDVR;RIAL;9
SIADL;RIAL;2
SMDDL;RIAL;3
SMDDL;RIAL;5
SMDDL;RIAL;1
SMDDR;RIAL;3
SMDDR;RIAL;7
SMDDR;RIAL;2
SMDVL;RIAL;1
SMDVL;RIAL;5
SMDVL;RIAL;3
SMDVR;RIAL;1
SMDVR;RIAL;10
SMDVR;RIAL;7
URXL;RIAL;1
URXL;RIAL;7
URYVL;RIAL;1
ADFR;RIAR;1
ADFR;RIAR;15
AIYR;RIAR;6
AIZR;RIAR;4
AIZR;RIAR;3
AQR;RIAR;1
AQR;RIAR;1
ASEL;RIAR;1
ASHR;RIAR;2
AUAR;RIAR;1
AUAR;RIAR;5
AWBR;RIAR;1
BAGL;RIAR;2
BAGL;RIAR;3
CEPVR;RIAR;1
DVA;RIAR;1
DVA;RIAR;1
IL1R;RIAR;1
IL2VR;RIAR;2
PVPR;RIAR;2
RIAL;RIAR;4
RIAL;RIAR;1
RIBR;RIAR;2
RIH;RIAR;8
RIR;RIAR;1
RIVL;RIAR;1
RIVL;RIAR;1
RIVR;RIAR;1
RIVR;RIAR;1
RMDDL;RIAR;1
RMDDL;RIAR;9
RMDDR;RIAR;1
RMDDR;RIAR;10
RMDL;RIAR;2
RMDL;RIAR;1
RMDL;RIAR;3
RMDR;RIAR;1
RMDR;RIAR;7
RMDR;RIAR;3
RMDR;RIAR;4
RMDVL;RIAR;12
RMDVR;RIAR;1
RMDVR;RIAR;9
SAADR;RIAR;1
SIADL;RIAR;1
SIADR;RIAR;1
SIAVL;RIAR;1
SMDDL;RIAR;2
SMDDL;RIAR;5
SMDDL;RIAR;1
SMDDL;RIAR;1
SMDDR;RIAR;1
SMDDR;RIAR;6
SMDDR;RIAR;1
SMDVL;RIAR;2
SMDVL;RIAR;11
SMDVL;RIAR;8
SMDVR;RIAR;1
SMDVR;RIAR;6
SMDVR;RIAR;5
URXR;RIAR;3
URYVR;RIAR;1
AIBR;RIBL;2
AIBR;RIBL;4
AINL;RIBL;1
AINR;RIBL;2
AIYL;RIBL;4
ASIL;RIBL;1
AUAL;RIBL;1
AUAL;RIBL;2
AUAL;RIBL;7
AVAL;RIBL;1
AVAL;RIBL;1
AVBR;RIBL;1
AVDR;RIBL;1
AVEL;RIBL;1
AVEL;RIBL;1
AVER;RIBL;3
AVER;RIBL;2
BAGL;RIBL;1
BAGR;RIBL;1
BAGR;RIBL;1
BAGR;RIBL;3
CEPDL;RIBL;2
DVC;RIBL;1
IL2DL;RIBL;1
OLLL;RIBL;8
RIAL;RIBL;1
RIAL;RIBL;2
AVBL;RIBL;1
AVBR;RIBL;1
OLQDL;RIBL;2
OLQVL;RIBL;1
PVT;RIBL;1
RIBL;RIBL;1
RIBR;RIBL;3
RIGL;RIBL;1
SIADL;RIBL;1
SIAVL;RIBL;1
SIBDL;RIBL;1
SIBVL;RIBL;1
SIBVR;RIBL;1
SMBDL;RIBL;1
SMDDL;RIBL;1
SMDVR;RIBL;2
RIGL;RIBL;1
RIH;RIBL;5
RIML;RIBL;1
RIS;RIBL;3
RMED;RIBL;1
SMDVR;RIBL;2
URYDL;RIBL;1
URYVL;RIBL;2
AIBL;RIBR;1
AIBL;RIBR;1
AIBL;RIBR;1
AIBL;RIBR;3
AINL;RIBR;2
AIYR;RIBR;2
AIZR;RIBR;1
AUAR;RIBR;4
AUAR;RIBR;9
AVAR;RIBR;2
AVEL;RIBR;2
AVEL;RIBR;1
AVER;RIBR;1
AVER;RIBR;1
BAGL;RIBR;1
BAGL;RIBR;1
BAGL;RIBR;1
BAGL;RIBR;6
CEPDR;RIBR;1
DVC;RIBR;1
OLLR;RIBR;2
OLLR;RIBR;8
RIAR;RIBR;2
AVBL;RIBR;1
AVBR;RIBR;1
OLQDR;RIBR;2
OLQVR;RIBR;1
PVT;RIBR;1
RIBL;RIBR;3
RIBR;RIBR;1
RIGR;RIBR;1
SIADR;RIBR;1
SIAVR;RIBR;1
SIBDR;RIBR;1
SIBVR;RIBR;1
SMBDR;RIBR;1
SMDDL;RIBR;1
SMDDR;RIBR;1
SMDVL;RIBR;2
RIGR;RIBR;1
RIGR;RIBR;1
RIH;RIBR;1
RIH;RIBR;4
RIMR;RIBR;1
RIS;RIBR;5
RMED;RIBR;1
SMDDL;RIBR;1
URYDR;RIBR;1
URYVR;RIBR;1
ADAL;RICL;1
ADAL;RICL;1
ADAR;RICL;1
ADAR;RICL;1
ADLR;RICL;1
AVAL;RICL;5
AVAR;RICL;6
AVKR;RICL;1
CEPDL;RICL;1
CEPDL;RICL;1
CEPDR;RICL;4
CEPVL;RICL;1
CEPVL;RICL;6
CEPVR;RICL;2
IL2L;RICL;1
OLQDR;RICL;1
OLQVL;RICL;1
ASHL;RICL;2
AVKL;RICL;1
AVKR;RICL;1
AWBR;RICL;1
RIML;RICL;1
RIMR;RICL;1
RIMR;RICL;2
RIVR;RICL;1
RMFR;RICL;1
SMBDL;RICL;2
SMDDL;RICL;3
SMDDR;RICL;3
SMDVR;RICL;1
URXL;RICL;1
ADAL;RICR;1
ADAR;RICR;1
ADLR;RICR;1
AVAL;RICR;5
AVAR;RICR;5
CEPDL;RICR;2
CEPDL;RICR;2
CEPDR;RICR;3
CEPVL;RICR;4
CEPVR;RICR;2
CEPVR;RICR;2
IL2DR;RICR;1
OLQDL;RICR;1
OLQDR;RICR;1
OLQVR;RICR;1
ASHR;RICR;2
AVKL;RICR;1
SDQL;RICR;1
SDQR;RICR;1
SMBDR;RICR;1
SMDDL;RICR;4
SMDDR;RICR;3
SMDVL;RICR;2
SMDVR;RICR;1
URBL;RICR;1
URBR;RICR;1
AINR;RID;1
AS02;RID;1
AVM;RID;1
DA06;RID;3
DD01;RID;2
DD01;RID;2
DD02;RID;2
DD02;RID;2
DD03;RID;3
PVCL;RID;1
PVCL;RID;4
PVCR;RID;2
PVCR;RID;3
ALA;RID;1
AVBL;RID;1
AVBR;RID;2
DA09;RID;1
DB01;RID;1
PDB;RID;2
RMGL;RID;1
VD05;RID;2
VD13;RID;1
ADEL;RIFL;1
AIAL;RIFL;1
AIBL;RIFL;1
AIML;RIFL;1
ALML;RIFL;2
AVBL;RIFL;10
AVBR;RIFL;1
AVHR;RIFL;1
AVJR;RIFL;2
HSNL;RIFL;3
PVNL;RIFL;1
PVPL;RIFL;3
AVG;RIFL;1
VD01;RIFL;1
RIML;RIFL;4
AIAR;RIFR;2
AIMR;RIFR;1
ASHR;RIFR;2
ASKR;RIFR;1
AVBL;RIFR;1
AVBR;RIFR;3
AVBR;RIFR;14
AVFL;RIFR;1
AVHL;RIFR;1
AVJL;RIFR;1
AVJL;RIFR;1
AVJR;RIFR;2
AWAR;RIFR;2
HSNR;RIFR;1
HSNR;RIFR;1
HSNR;RIFR;3
PVCL;RIFR;1
PVCR;RIFR;1
PVPR;RIFR;4
PVQR;RIFR;1
AVG;RIFR;1
RIMR;RIFR;4
RIPR;RIFR;1
ADEL;RIGL;2
ADEL;RIGL;3
ADER;RIGL;4
ADER;RIGL;3
ADFL;RIGL;1
AIZL;RIGL;1
AIZR;RIGL;1
ALNL;RIGL;1
AVAR;RIGL;1
AVEL;RIGL;1
AVEL;RIGL;1
AVER;RIGL;1
AVHR;RIGL;1
AVKR;RIGL;2
BAGL;RIGL;1
BAGR;RIGL;1
BAGR;RIGL;2
BAGR;RIGL;3
DVC;RIGL;1
DVC;RIGL;1
DVC;RIGL;4
PVPL;RIGL;2
PVT;RIGL;2
RIBL;RIGL;1
AIBR;RIGL;3
AQR;RIGL;2
AVKL;RIGL;1
BAGR;RIGL;1
OLLL;RIGL;1
OLQDL;RIGL;1
OLQVL;RIGL;1
RIBL;RIGL;1
RIGR;RIGL;3
RMEL;RIGL;1
URYDL;RIGL;1
URYVL;RIGL;1
VB02;RIGL;1
VD01;RIGL;2
RIR;RIGL;2
RIR;RIGL;1
RMFL;RIGL;1
RMHR;RIGL;3
URXL;RIGL;2
URXL;RIGL;1
ADEL;RIGR;3
ADEL;RIGR;3
ADER;RIGR;4
ADFR;RIGR;1
ADFR;RIGR;2
AIBL;RIGR;1
ALNR;RIGR;1
AVER;RIGR;2
AVKL;RIGR;4
AVKR;RIGR;1
AWAR;RIGR;1
BAGL;RIGR;3
BAGL;RIGR;1
DVC;RIGR;5
PVPR;RIGR;1
PVT;RIGR;3
RIBR;RIGR;1
RIBR;RIGR;1
AIBL;RIGR;3
AQR;RIGR;1
AVKR;RIGR;1
BAGL;RIGR;1
OLLR;RIGR;1
OLQDR;RIGR;1
OLQVR;RIGR;1
RIBR;RIGR;1
RIGL;RIGR;3
URYDR;RIGR;1
URYVR;RIGR;1
RIR;RIGR;1
RMFL;RIGR;1
RMHL;RIGR;4
URXR;RIGR;2
ADEL;RIH;2
ADER;RIH;1
ADFR;RIH;1
AIZL;RIH;4
AIZR;RIH;4
AUAR;RIH;1
BAGR;RIH;1
CEPDL;RIH;1
CEPDR;RIH;1
CEPVL;RIH;1
CEPVR;RIH;1
CEPVR;RIH;1
IL1DL;RIH;1
IL2L;RIH;2
IL2L;RIH;7
IL2R;RIH;1
IL2R;RIH;6
IL2VL;RIH;2
IL2VR;RIH;1
IL2VR;RIH;2
OLQDL;RIH;2
OLQDL;RIH;2
OLQDR;RIH;2
OLQVL;RIH;1
OLQVL;RIH;1
OLQVR;RIH;6
OLQVR;RIH;2
PVT;RIH;1
RIAL;RIH;1
RIAL;RIH;10
RIAR;RIH;8
RIBL;RIH;5
RIBR;RIH;4
RIBR;RIH;1
CEPDL;RIH;1
CEPDR;RIH;1
CEPVL;RIH;1
CEPVR;RIH;1
FLPL;RIH;1
OLQDR;RIH;1
RIPL;RIH;4
RIPL;RIH;1
RIPR;RIH;3
RIPR;RIH;3
RMER;RIH;2
RMEV;RIH;1
URYVL;RIH;1
URYVR;RIH;1
ADAL;RIML;3
AIBL;RIML;2
AIBR;RIML;4
AIBR;RIML;12
AIZL;RIML;4
ASHL;RIML;1
AVAL;RIML;1
AVBL;RIML;2
AVBR;RIML;3
AVKL;RIML;2
AVKR;RIML;2
HSNL;RIML;2
RIBL;RIML;1
RICL;RIML;1
RIFL;RIML;4
AIBR;RIML;1
AIYL;RIML;1
AVAR;RIML;2
AVEL;RIML;2
AVER;RIML;3
RIS;RIML;1
RIS;RIML;1
RMDL;RIML;1
RMDR;RIML;1
RMFR;RIML;1
SAADL;RIML;1
SAADL;RIML;2
SAADR;RIML;1
SAADR;RIML;1
SAADR;RIML;3
SAAVL;RIML;3
SAAVL;RIML;2
SAAVR;RIML;2
SAAVR;RIML;5
SMDDR;RIML;1
SMDDR;RIML;4
SMDVL;RIML;1
VB01;RIML;2
ADAR;RIMR;1
ADAR;RIMR;5
AIBL;RIMR;4
AIBL;RIMR;1
AIBL;RIMR;12
AIBR;RIMR;1
AIZR;RIMR;1
AIZR;RIMR;3
AVAL;RIMR;2
AVBL;RIMR;2
AVBR;RIMR;1
AVBR;RIMR;4
AVHL;RIMR;1
AVJL;RIMR;1
AVKL;RIMR;1
AVKL;RIMR;1
AVKR;RIMR;2
DVA;RIMR;1
PVPR;RIMR;1
RIBR;RIMR;1
RICL;RIMR;1
RICL;RIMR;2
RIFR;RIMR;4
AIBL;RIMR;1
AIYR;RIMR;1
AVAL;RIMR;3
AVAR;RIMR;1
AVEL;RIMR;3
AVER;RIMR;2
RIS;RIMR;1
RIS;RIMR;1
RIS;RIMR;1
RIS;RIMR;3
RMDL;RIMR;2
RMDL;RIMR;1
RMDR;RIMR;1
RMDR;RIMR;2
RMFL;RIMR;1
RMFR;RIMR;1
SAADL;RIMR;1
SAADL;RIMR;5
SAADR;RIMR;2
SAADR;RIMR;3
SAAVL;RIMR;1
SAAVL;RIMR;2
SAAVL;RIMR;12
SAAVR;RIMR;3
SAAVR;RIMR;2
SMDDL;RIMR;2
SMDDR;RIMR;4
ADAL;RIPL;1
ADLL;RIPL;1
ASHL;RIPL;1
CEPDL;RIPL;2
CEPVL;RIPL;1
IL1DL;RIPL;2
IL1VL;RIPL;4
IL2DL;RIPL;10
IL2VL;RIPL;11
OLQDL;RIPL;1
OLQDR;RIPL;1
OLQVL;RIPL;1
PVR;RIPL;3
RIH;RIPL;4
RIH;RIPL;1
RMED;RIPL;1
URADL;RIPL;3
URAVL;RIPL;3
ADAR;RIPR;1
CEPVR;RIPR;1
IL1DR;RIPR;5
IL1VR;RIPR;1
IL1VR;RIPR;5
IL2DR;RIPR;11
IL2VR;RIPR;1
IL2VR;RIPR;14
OLQDL;RIPR;1
OLQDR;RIPR;1
OLQVR;RIPR;2
PVR;RIPR;3
RIFR;RIPR;1
RIH;RIPR;3
RIH;RIPR;3
RMED;RIPR;1
URADR;RIPR;3
URAVR;RIPR;3
URXR;RIPR;3
ADFL;RIR;2
ADFR;RIR;3
AFDR;RIR;1
AIZL;RIR;3
AIZL;RIR;3
AIZR;RIR;4
AIZR;RIR;1
AUAL;RIR;1
AVHL;RIR;3
AVHR;RIR;1
AVHR;RIR;3
AWAR;RIR;2
AWBR;RIR;1
AWBR;RIR;2
BAGR;RIR;1
DVA;RIR;2
DVA;RIR;3
HSNL;RIR;1
PVPL;RIR;1
RIAL;RIR;1
RIAL;RIR;4
RIAR;RIR;1
RIGL;RIR;1
RIGL;RIR;2
RIGR;RIR;1
BAGL;RIR;1
BAGR;RIR;1
RMGR;RIR;1
URXL;RIR;5
URXR;RIR;1
URXR;RIR;1
AVEL;RIS;7
AVER;RIS;7
AVJL;RIS;1
AVKL;RIS;1
AVKR;RIS;4
AVL;RIS;2
CEPDL;RIS;1
CEPDR;RIS;1
CEPDR;RIS;1
CEPVL;RIS;2
CEPVR;RIS;1
OLLR;RIS;1
PVCL;RIS;2
RIBL;RIS;3
RIBR;RIS;5
RIML;RIS;1
RIMR;RIS;1
RIMR;RIS;3
RIMR;RIS;1
AIBR;RIS;1
AVJL;RIS;1
DB01;RIS;1
RIML;RIS;1
RIMR;RIS;1
SMDDL;RIS;1
SMDDR;RIS;1
SMDVL;RIS;1
RMDDL;RIS;1
RMDL;RIS;2
RMDR;RIS;1
RMDR;RIS;3
RMDR;RIS;1
SDQL;RIS;2
SDQL;RIS;1
SMDDR;RIS;2
SMDVR;RIS;1
URYVL;RIS;1
URYVR;RIS;1
ADEL;RIVL;1
CEPVR;RIVL;1
RIAL;RIVL;1
RIAL;RIVL;2
RIAR;RIVL;1
RIAR;RIVL;1
AIBL;RIVL;1
RIVR;RIVL;2
SDQR;RIVL;2
SMDVL;RIVL;1
RMDL;RIVL;2
SAADR;RIVL;3
SIAVR;RIVL;2
SMDDR;RIVL;1
SMDVL;RIVL;1
ADAR;RIVR;1
ADEL;RIVR;1
RIAL;RIVR;2
RIAL;RIVR;1
RIAL;RIVR;3
RIAR;RIVR;1
RIAR;RIVR;1
RICL;RIVR;1
AIBR;RIVR;1
RIVL;RIVR;2
SDQR;RIVR;2
RMDDL;RIVR;1
SMDVR;RIVR;2
RMDR;RIVR;1
RMDVR;RIVR;1
RMEV;RIVR;1
SAADL;RIVR;2
SIAVL;RIVR;2
SMDDL;RIVR;2
SMDVR;RIVR;2
SMDVR;RIVR;1
ALMR;RMDDL;1
CEPDR;RMDDL;1
CEPVL;RMDDL;4
IL1L;RMDDL;5
IL1R;RMDDL;3
IL1VL;RMDDL;5
OLLL;RMDDL;7
OLQDR;RMDDL;1
OLQDR;RMDDL;2
RIAL;RMDDL;2
RIAL;RMDDL;10
RIAR;RMDDL;1
RIAR;RMDDL;9
RIS;RMDDL;1
RIVR;RMDDL;1
OLQVL;RMDDL;1
RMDL;RMDDL;1
RMDVL;RMDDL;1
SMDDL;RMDDL;1
RMDR;RMDDL;1
RMDVR;RMDDL;7
RMDVR;RMDDL;1
RMDVR;RMDDL;3
SMDVR;RMDDL;1
SMDVR;RMDDL;1
URYDR;RMDDL;3
URYVL;RMDDL;4
ALML;RMDDR;1
CEPVR;RMDDR;2
IL1DL;RMDDR;1
IL1R;RMDDR;2
IL1VR;RMDDR;10
OLLR;RMDDR;10
OLQDL;RMDDR;1
OLQDL;RMDDR;3
RIAL;RMDDR;7
RIAR;RMDDR;1
RIAR;RMDDR;10
OLQVR;RMDDR;1
RMDVR;RMDDR;1
SAADR;RMDDR;1
RMDL;RMDDR;1
SMDDR;RMDDR;1
RMDVL;RMDDR;1
RMDVL;RMDDR;11
RMDVL;RMDDR;6
SMDVL;RMDDR;1
URBL;RMDDR;1
URYDL;RMDDR;1
URYDL;RMDDR;1
URYDL;RMDDR;3
URYVR;RMDDR;6
ADEL;RMDL;2
ADEL;RMDL;2
IL1L;RMDL;1
IL1R;RMDL;1
IL1R;RMDL;3
IL2L;RMDL;1
IL2L;RMDL;2
IL2R;RMDL;1
IL2R;RMDL;1
OLLL;RMDL;2
OLLR;RMDL;2
OLLR;RMDL;3
RIAL;RMDL;4
RIAL;RMDL;4
RIAL;RMDL;2
RIAR;RMDL;3
RIAR;RMDL;2
RIAR;RMDL;1
RIML;RMDL;1
RIMR;RMDL;2
RIMR;RMDL;1
RIS;RMDL;2
RIVL;RMDL;2
RMDDR;RMDL;1
RMDR;RMDL;3
RMDR;RMDL;1
RMDDL;RMDL;1
RMDVL;RMDL;1
RMER;RMDL;1
RMFL;RMDL;1
RMFR;RMDL;2
RMGL;RMDL;1
RMGR;RMDL;4
URBR;RMDL;1
ADER;RMDR;2
ALA;RMDR;1
AVKL;RMDR;1
AVKR;RMDR;1
IL1L;RMDR;3
IL1R;RMDR;2
IL2L;RMDR;1
RIAL;RMDR;3
RIAL;RMDR;4
RIAL;RMDR;2
RIAR;RMDR;3
RIAR;RMDR;4
RIAR;RMDR;1
RIAR;RMDR;7
RIML;RMDR;1
RIMR;RMDR;2
RIMR;RMDR;1
RIS;RMDR;1
RIS;RMDR;1
RIS;RMDR;3
RIVR;RMDR;1
RMDDL;RMDR;1
RMDL;RMDR;1
RMDL;RMDR;3
RMDVR;RMDR;1
RMFL;RMDR;3
RMGL;RMDR;1
RMGL;RMDR;2
RMGR;RMDR;2
RMHL;RMDR;1
URBR;RMDR;1
URXR;RMDR;1
CEPDL;RMDVL;1
CEPDL;RMDVL;2
IL1DL;RMDVL;4
IL1L;RMDVL;4
IL1R;RMDVL;1
OLLL;RMDVL;1
OLQVR;RMDVL;4
RIAL;RMDVL;1
RIAL;RMDVL;8
RIAR;RMDVL;12
RMDDR;RMDVL;6
RMDDR;RMDVL;1
RMDDR;RMDVL;11
AVER;RMDVL;1
OLQDL;RMDVL;1
RMDDL;RMDVL;1
RMDL;RMDVL;1
RMDVR;RMDVL;1
SAAVL;RMDVL;1
SMDVL;RMDVL;1
RMGL;RMDVL;3
URAVR;RMDVL;1
URYDL;RMDVL;2
URYDL;RMDVL;4
URYVR;RMDVL;1
URYVR;RMDVL;3
CEPDR;RMDVR;2
IL1DR;RMDVR;5
IL1L;RMDVR;2
IL1R;RMDVR;4
OLLR;RMDVR;3
OLQVL;RMDVR;1
OLQVL;RMDVR;3
RIAL;RMDVR;2
RIAL;RMDVR;9
RIAR;RMDVR;1
RIAR;RMDVR;9
RIVR;RMDVR;1
RMDDL;RMDVR;1
RMDDL;RMDVR;3
RMDDL;RMDVR;7
AVEL;RMDVR;1
AVER;RMDVR;1
OLQDR;RMDVR;1
RMDDR;RMDVR;1
RMDR;RMDVR;1
RMDVL;RMDVR;1
SAAVR;RMDVR;1
SMDVR;RMDVR;1
RMGR;RMDVR;5
